"","sim_type","mean_comm","case","day"
"656","Lockdown-Travel Surge3",42.68,5,44
"657","Control",65.04,5,45
"658","Lockdown-No Surge",41.14,5,45
"659","Lockdown-Travel Surge2",41.16,5,45
"660","Lockdown-Travel Surge3",44,5,45
"661","Control",66.42,5,46
"662","Lockdown-No Surge",42.12,5,46
"663","Lockdown-Travel Surge2",42.56,5,46
"664","Lockdown-Travel Surge3",45.2,5,46
"665","Control",67.56,5,47
"666","Lockdown-No Surge",43.6,5,47
"667","Lockdown-Travel Surge2",43.94,5,47
"668","Lockdown-Travel Surge3",46.42,5,47
"669","Control",68.5,5,48
"670","Lockdown-No Surge",44.74,5,48
"671","Lockdown-Travel Surge2",45.06,5,48
"672","Lockdown-Travel Surge3",47.42,5,48
"673","Control",69.54,5,49
"674","Lockdown-No Surge",45.82,5,49
"675","Lockdown-Travel Surge2",46.22,5,49
"676","Lockdown-Travel Surge3",48.46,5,49
"677","Control",70.74,5,50
"678","Lockdown-No Surge",46.82,5,50
"679","Lockdown-Travel Surge2",47.1,5,50
"680","Lockdown-Travel Surge3",49.42,5,50
"681","Control",71.58,5,51
"682","Lockdown-No Surge",47.94,5,51
"683","Lockdown-Travel Surge2",48.12,5,51
"684","Lockdown-Travel Surge3",50.42,5,51
"685","Control",72.54,5,52
"686","Lockdown-No Surge",49,5,52
"687","Lockdown-Travel Surge2",49.28,5,52
"688","Lockdown-Travel Surge3",51.24,5,52
"689","Control",73.48,5,53
"690","Lockdown-No Surge",49.94,5,53
"691","Lockdown-Travel Surge2",50.18,5,53
"692","Lockdown-Travel Surge3",52,5,53
"693","Control",74.24,5,54
"694","Lockdown-No Surge",50.76,5,54
"695","Lockdown-Travel Surge2",50.84,5,54
"696","Lockdown-Travel Surge3",53.02,5,54
"697","Control",75.1,5,55
"698","Lockdown-No Surge",51.74,5,55
"699","Lockdown-Travel Surge2",51.82,5,55
"700","Lockdown-Travel Surge3",53.96,5,55
"701","Control",75.94,5,56
"702","Lockdown-No Surge",52.6,5,56
"703","Lockdown-Travel Surge2",52.66,5,56
"704","Lockdown-Travel Surge3",54.86,5,56
"705","Control",76.88,5,57
"706","Lockdown-No Surge",53.54,5,57
"707","Lockdown-Travel Surge2",53.82,5,57
"708","Lockdown-Travel Surge3",55.9,5,57
"709","Control",77.64,5,58
"710","Lockdown-No Surge",54.42,5,58
"711","Lockdown-Travel Surge2",54.7,5,58
"712","Lockdown-Travel Surge3",56.7,5,58
"713","Control",78.46,5,59
"714","Lockdown-No Surge",55.14,5,59
"715","Lockdown-Travel Surge2",55.6,5,59
"716","Lockdown-Travel Surge3",57.52,5,59
"717","Control",79.1,5,60
"718","Lockdown-No Surge",55.9,5,60
"719","Lockdown-Travel Surge2",56.52,5,60
"720","Lockdown-Travel Surge3",58.3,5,60
"721","Lockdown-Travel Surge3",1,10,2
"722","Control",1,10,3
"723","Lockdown-No Surge",1,10,3
"724","Lockdown-Travel Surge2",1,10,3
"725","Lockdown-Travel Surge3",1,10,3
"726","Control",1,10,4
"727","Lockdown-No Surge",1,10,4
"728","Lockdown-Travel Surge2",1,10,4
"729","Lockdown-Travel Surge3",1,10,4
"730","Control",1,10,5
"731","Lockdown-No Surge",1,10,5
"732","Lockdown-Travel Surge2",1,10,5
"733","Lockdown-Travel Surge3",1,10,5
"734","Control",1,10,6
"735","Lockdown-No Surge",1,10,6
"736","Lockdown-Travel Surge2",1,10,6
"737","Lockdown-Travel Surge3",1,10,6
"738","Control",1,10,7
"739","Lockdown-No Surge",1,10,7
"740","Lockdown-Travel Surge2",1,10,7
"741","Lockdown-Travel Surge3",1,10,7
"742","Control",1,10,8
"743","Lockdown-No Surge",1,10,8
"744","Lockdown-Travel Surge2",1,10,8
"745","Lockdown-Travel Surge3",1,10,8
"746","Control",1,10,9
"747","Lockdown-No Surge",1,10,9
"748","Lockdown-Travel Surge2",1,10,9
"749","Lockdown-Travel Surge3",1,10,9
"750","Control",1,10,10
"751","Lockdown-No Surge",1,10,10
"752","Lockdown-Travel Surge2",1,10,10
"753","Lockdown-Travel Surge3",1,10,10
"754","Control",1,10,11
"755","Lockdown-No Surge",1,10,11
"756","Lockdown-Travel Surge2",1.02,10,11
"757","Lockdown-Travel Surge3",1,10,11
"758","Control",1,10,12
"759","Lockdown-No Surge",1.02,10,12
"760","Lockdown-Travel Surge2",1.02,10,12
"761","Lockdown-Travel Surge3",1,10,12
"762","Control",1,10,13
"763","Lockdown-No Surge",1.02,10,13
"764","Lockdown-Travel Surge2",1.02,10,13
"765","Lockdown-Travel Surge3",1.02,10,13
"766","Control",1,10,14
"767","Lockdown-No Surge",1.04,10,14
"768","Lockdown-Travel Surge2",1.02,10,14
"769","Lockdown-Travel Surge3",1.06,10,14
"770","Control",1.02,10,15
"771","Lockdown-No Surge",1.04,10,15
"772","Lockdown-Travel Surge2",1.06,10,15
"773","Lockdown-Travel Surge3",1.18,10,15
"774","Control",1.12,10,16
"775","Lockdown-No Surge",1.06,10,16
"776","Lockdown-Travel Surge2",1.08,10,16
"777","Lockdown-Travel Surge3",1.24,10,16
"778","Control",1.34,10,17
"779","Lockdown-No Surge",1.12,10,17
"780","Lockdown-Travel Surge2",1.22,10,17
"781","Lockdown-Travel Surge3",1.4,10,17
"782","Control",1.86,10,18
"783","Lockdown-No Surge",1.14,10,18
"784","Lockdown-Travel Surge2",1.3,10,18
"785","Lockdown-Travel Surge3",1.62,10,18
"786","Control",2.52,10,19
"787","Lockdown-No Surge",1.26,10,19
"788","Lockdown-Travel Surge2",1.5,10,19
"789","Lockdown-Travel Surge3",2.1,10,19
"790","Control",3.64,10,20
"791","Lockdown-No Surge",1.5,10,20
"792","Lockdown-Travel Surge2",1.76,10,20
"793","Lockdown-Travel Surge3",2.48,10,20
"794","Control",4.52,10,21
"795","Lockdown-No Surge",1.76,10,21
"796","Lockdown-Travel Surge2",2.16,10,21
"797","Lockdown-Travel Surge3",2.96,10,21
"798","Control",5.48,10,22
"799","Lockdown-No Surge",2.06,10,22
"800","Lockdown-Travel Surge2",2.72,10,22
"801","Lockdown-Travel Surge3",3.68,10,22
"802","Control",6.48,10,23
"803","Lockdown-No Surge",2.42,10,23
"804","Lockdown-Travel Surge2",3.32,10,23
"805","Lockdown-Travel Surge3",4.38,10,23
"806","Control",7.82,10,24
"807","Lockdown-No Surge",2.98,10,24
"808","Lockdown-Travel Surge2",4.14,10,24
"809","Lockdown-Travel Surge3",5.16,10,24
"810","Control",9.08,10,25
"811","Lockdown-No Surge",3.52,10,25
"812","Lockdown-Travel Surge2",5.02,10,25
"813","Lockdown-Travel Surge3",6.12,10,25
"814","Control",10.44,10,26
"815","Lockdown-No Surge",4.38,10,26
"816","Lockdown-Travel Surge2",5.58,10,26
"817","Lockdown-Travel Surge3",7.08,10,26
"818","Control",11.94,10,27
"819","Lockdown-No Surge",5.34,10,27
"820","Lockdown-Travel Surge2",6.46,10,27
"821","Lockdown-Travel Surge3",7.88,10,27
"822","Control",13.92,10,28
"823","Lockdown-No Surge",6.34,10,28
"824","Lockdown-Travel Surge2",7.28,10,28
"825","Lockdown-Travel Surge3",8.86,10,28
"826","Control",16.22,10,29
"827","Lockdown-No Surge",7.26,10,29
"828","Lockdown-Travel Surge2",8.3,10,29
"829","Lockdown-Travel Surge3",9.8,10,29
"830","Control",17.82,10,30
"831","Lockdown-No Surge",8.38,10,30
"832","Lockdown-Travel Surge2",9.24,10,30
"833","Lockdown-Travel Surge3",10.96,10,30
"834","Control",20.12,10,31
"835","Lockdown-No Surge",9.54,10,31
"836","Lockdown-Travel Surge2",10.44,10,31
"837","Lockdown-Travel Surge3",12.38,10,31
"838","Control",22.68,10,32
"839","Lockdown-No Surge",10.8,10,32
"840","Lockdown-Travel Surge2",11.42,10,32
"841","Lockdown-Travel Surge3",13.8,10,32
"842","Control",24.68,10,33
"843","Lockdown-No Surge",12.06,10,33
"844","Lockdown-Travel Surge2",12.82,10,33
"845","Lockdown-Travel Surge3",15.14,10,33
"846","Control",27.28,10,34
"847","Lockdown-No Surge",13.28,10,34
"848","Lockdown-Travel Surge2",14.22,10,34
"849","Lockdown-Travel Surge3",16.68,10,34
"850","Control",30,10,35
"851","Lockdown-No Surge",14.76,10,35
"852","Lockdown-Travel Surge2",15.52,10,35
"853","Lockdown-Travel Surge3",18.06,10,35
"854","Control",32.34,10,36
"855","Lockdown-No Surge",16.28,10,36
"856","Lockdown-Travel Surge2",16.68,10,36
"857","Lockdown-Travel Surge3",19.44,10,36
"858","Control",34.34,10,37
"859","Lockdown-No Surge",17.78,10,37
"860","Lockdown-Travel Surge2",18.24,10,37
"861","Lockdown-Travel Surge3",20.92,10,37
"862","Control",36.6,10,38
"863","Lockdown-No Surge",19.06,10,38
"864","Lockdown-Travel Surge2",19.8,10,38
"865","Lockdown-Travel Surge3",22.54,10,38
"866","Control",38.58,10,39
"867","Lockdown-No Surge",20.5,10,39
"868","Lockdown-Travel Surge2",21.44,10,39
"869","Lockdown-Travel Surge3",24,10,39
"870","Control",40.88,10,40
"871","Lockdown-No Surge",22.12,10,40
"872","Lockdown-Travel Surge2",23.32,10,40
"873","Lockdown-Travel Surge3",25.24,10,40
"874","Control",42.98,10,41
"875","Lockdown-No Surge",23.96,10,41
"876","Lockdown-Travel Surge2",24.62,10,41
"877","Lockdown-Travel Surge3",26.36,10,41
"878","Control",45.1,10,42
"879","Lockdown-No Surge",25.26,10,42
"880","Lockdown-Travel Surge2",25.9,10,42
"881","Lockdown-Travel Surge3",27.98,10,42
"882","Control",47.1,10,43
"883","Lockdown-No Surge",26.5,10,43
"884","Lockdown-Travel Surge2",27.16,10,43
"885","Lockdown-Travel Surge3",29.28,10,43
"886","Control",49.06,10,44
"887","Lockdown-No Surge",27.6,10,44
"888","Lockdown-Travel Surge2",28.28,10,44
"889","Lockdown-Travel Surge3",30.64,10,44
"890","Control",51.16,10,45
"891","Lockdown-No Surge",28.94,10,45
"892","Lockdown-Travel Surge2",29.62,10,45
"893","Lockdown-Travel Surge3",31.72,10,45
"894","Control",52.66,10,46
"895","Lockdown-No Surge",30.38,10,46
"896","Lockdown-Travel Surge2",31.02,10,46
"897","Lockdown-Travel Surge3",33.22,10,46
"898","Control",54.32,10,47
"899","Lockdown-No Surge",31.76,10,47
"900","Lockdown-Travel Surge2",32.46,10,47
"901","Lockdown-Travel Surge3",34.7,10,47
"902","Control",55.72,10,48
"903","Lockdown-No Surge",33.14,10,48
"904","Lockdown-Travel Surge2",33.74,10,48
"905","Lockdown-Travel Surge3",36.18,10,48
"906","Control",57.22,10,49
"907","Lockdown-No Surge",34.26,10,49
"908","Lockdown-Travel Surge2",34.78,10,49
"909","Lockdown-Travel Surge3",37.26,10,49
"910","Control",58.46,10,50
"911","Lockdown-No Surge",35.44,10,50
"912","Lockdown-Travel Surge2",36.02,10,50
"913","Lockdown-Travel Surge3",38.48,10,50
"914","Control",59.98,10,51
"915","Lockdown-No Surge",36.72,10,51
"916","Lockdown-Travel Surge2",37.16,10,51
"917","Lockdown-Travel Surge3",39.6,10,51
"918","Control",61.14,10,52
"919","Lockdown-No Surge",37.92,10,52
"920","Lockdown-Travel Surge2",38.42,10,52
"921","Lockdown-Travel Surge3",40.88,10,52
"922","Control",62.4,10,53
"923","Lockdown-No Surge",39.12,10,53
"924","Lockdown-Travel Surge2",39.36,10,53
"925","Lockdown-Travel Surge3",42.28,10,53
"926","Control",63.44,10,54
"927","Lockdown-No Surge",40.24,10,54
"928","Lockdown-Travel Surge2",40.56,10,54
"929","Lockdown-Travel Surge3",43.5,10,54
"930","Control",64.64,10,55
"931","Lockdown-No Surge",41.22,10,55
"932","Lockdown-Travel Surge2",41.66,10,55
"933","Lockdown-Travel Surge3",44.46,10,55
"934","Control",65.64,10,56
"935","Lockdown-No Surge",41.96,10,56
"936","Lockdown-Travel Surge2",42.66,10,56
"937","Lockdown-Travel Surge3",45.56,10,56
"938","Control",67,10,57
"939","Lockdown-No Surge",43.34,10,57
"940","Lockdown-Travel Surge2",43.7,10,57
"941","Lockdown-Travel Surge3",46.52,10,57
"942","Control",68.32,10,58
"943","Lockdown-No Surge",44.64,10,58
"944","Lockdown-Travel Surge2",44.6,10,58
"945","Lockdown-Travel Surge3",47.32,10,58
"946","Control",69.44,10,59
"947","Lockdown-No Surge",45.62,10,59
"948","Lockdown-Travel Surge2",45.44,10,59
"949","Lockdown-Travel Surge3",48.24,10,59
"950","Control",70.28,10,60
"951","Lockdown-No Surge",46.7,10,60
"952","Lockdown-Travel Surge2",46.32,10,60
"953","Lockdown-Travel Surge3",49,10,60
"954","Lockdown-Travel Surge3",1,25,4
"955","Control",1,25,5
"956","Lockdown-No Surge",1,25,5
"957","Lockdown-Travel Surge2",1,25,5
"958","Lockdown-Travel Surge3",1,25,5
"959","Control",1,25,6
"960","Lockdown-No Surge",1,25,6
"961","Lockdown-Travel Surge2",1,25,6
"962","Lockdown-Travel Surge3",1,25,6
"963","Control",1,25,7
"964","Lockdown-No Surge",1,25,7
"965","Lockdown-Travel Surge2",1,25,7
"966","Lockdown-Travel Surge3",1,25,7
"967","Control",1,25,8
"968","Lockdown-No Surge",1,25,8
"969","Lockdown-Travel Surge2",1,25,8
"970","Lockdown-Travel Surge3",1,25,8
"971","Control",1,25,9
"972","Lockdown-No Surge",1,25,9
"973","Lockdown-Travel Surge2",1,25,9
"974","Lockdown-Travel Surge3",1,25,9
"975","Control",1,25,10
"976","Lockdown-No Surge",1,25,10
"977","Lockdown-Travel Surge2",1,25,10
"978","Lockdown-Travel Surge3",1,25,10
"979","Control",1,25,11
"980","Lockdown-No Surge",1,25,11
"981","Lockdown-Travel Surge2",1,25,11
"982","Lockdown-Travel Surge3",1,25,11
"983","Control",1,25,12
"984","Lockdown-No Surge",1,25,12
"985","Lockdown-Travel Surge2",1,25,12
"986","Lockdown-Travel Surge3",1,25,12
"987","Control",1,25,13
"988","Lockdown-No Surge",1,25,13
"989","Lockdown-Travel Surge2",1,25,13
"990","Lockdown-Travel Surge3",1,25,13
"991","Control",1,25,14
"992","Lockdown-No Surge",1,25,14
"993","Lockdown-Travel Surge2",1,25,14
"994","Lockdown-Travel Surge3",1,25,14
"995","Control",1,25,15
"996","Lockdown-No Surge",1,25,15
"997","Lockdown-Travel Surge2",1,25,15
"998","Lockdown-Travel Surge3",1,25,15
"999","Control",1,25,16
"1000","Lockdown-No Surge",1,25,16
"1001","Lockdown-Travel Surge2",1,25,16
"1002","Lockdown-Travel Surge3",1,25,16
"1003","Control",1,25,17
"1004","Lockdown-No Surge",1,25,17
"1005","Lockdown-Travel Surge2",1,25,17
"1006","Lockdown-Travel Surge3",1,25,17
"1007","Control",1,25,18
"1008","Lockdown-No Surge",1,25,18
"1009","Lockdown-Travel Surge2",1.02,25,18
"1010","Lockdown-Travel Surge3",1,25,18
"1011","Control",1.02,25,19
"1012","Lockdown-No Surge",1,25,19
"1013","Lockdown-Travel Surge2",1.02,25,19
"1014","Lockdown-Travel Surge3",1,25,19
"1015","Control",1.02,25,20
"1016","Lockdown-No Surge",1,25,20
"1017","Lockdown-Travel Surge2",1.02,25,20
"1018","Lockdown-Travel Surge3",1,25,20
"1019","Control",1.04,25,21
"1020","Lockdown-No Surge",1,25,21
"1021","Lockdown-Travel Surge2",1.02,25,21
"1022","Lockdown-Travel Surge3",1.02,25,21
"1023","Control",1.22,25,22
"1024","Lockdown-No Surge",1.02,25,22
"1025","Lockdown-Travel Surge2",1.02,25,22
"1026","Lockdown-Travel Surge3",1.08,25,22
"1027","Control",1.68,25,23
"1028","Lockdown-No Surge",1.04,25,23
"1029","Lockdown-Travel Surge2",1.06,25,23
"1030","Lockdown-Travel Surge3",1.18,25,23
"1031","Control",2.24,25,24
"1032","Lockdown-No Surge",1.1,25,24
"1033","Lockdown-Travel Surge2",1.14,25,24
"1034","Lockdown-Travel Surge3",1.32,25,24
"1035","Control",2.8,25,25
"1036","Lockdown-No Surge",1.14,25,25
"1037","Lockdown-Travel Surge2",1.24,25,25
"1038","Lockdown-Travel Surge3",1.5,25,25
"1039","Control",3.46,25,26
"1040","Lockdown-No Surge",1.18,25,26
"1041","Lockdown-Travel Surge2",1.42,25,26
"1042","Lockdown-Travel Surge3",1.72,25,26
"1043","Control",4.08,25,27
"1044","Lockdown-No Surge",1.34,25,27
"1045","Lockdown-Travel Surge2",1.54,25,27
"1046","Lockdown-Travel Surge3",1.98,25,27
"1047","Control",4.6,25,28
"1048","Lockdown-No Surge",1.56,25,28
"1049","Lockdown-Travel Surge2",1.84,25,28
"1050","Lockdown-Travel Surge3",2.32,25,28
"1051","Control",5.1,25,29
"1052","Lockdown-No Surge",1.74,25,29
"1053","Lockdown-Travel Surge2",2.1,25,29
"1054","Lockdown-Travel Surge3",2.82,25,29
"1055","Control",5.76,25,30
"1056","Lockdown-No Surge",2,25,30
"1057","Lockdown-Travel Surge2",2.52,25,30
"1058","Lockdown-Travel Surge3",3.22,25,30
"1059","Control",6.24,25,31
"1060","Lockdown-No Surge",2.38,25,31
"1061","Lockdown-Travel Surge2",2.94,25,31
"1062","Lockdown-Travel Surge3",3.68,25,31
"1063","Control",6.96,25,32
"1064","Lockdown-No Surge",2.92,25,32
"1065","Lockdown-Travel Surge2",3.32,25,32
"1066","Lockdown-Travel Surge3",4.1,25,32
"1067","Control",7.86,25,33
"1068","Lockdown-No Surge",3.38,25,33
"1069","Lockdown-Travel Surge2",3.98,25,33
"1070","Lockdown-Travel Surge3",4.7,25,33
"1071","Control",8.92,25,34
"1072","Lockdown-No Surge",3.76,25,34
"1073","Lockdown-Travel Surge2",4.56,25,34
"1074","Lockdown-Travel Surge3",5.34,25,34
"1075","Control",10.3,25,35
"1076","Lockdown-No Surge",4.16,25,35
"1077","Lockdown-Travel Surge2",5.08,25,35
"1078","Lockdown-Travel Surge3",6.02,25,35
"1079","Control",11.56,25,36
"1080","Lockdown-No Surge",5.02,25,36
"1081","Lockdown-Travel Surge2",5.82,25,36
"1082","Lockdown-Travel Surge3",6.94,25,36
"1083","Control",12.94,25,37
"1084","Lockdown-No Surge",5.82,25,37
"1085","Lockdown-Travel Surge2",6.6,25,37
"1086","Lockdown-Travel Surge3",7.54,25,37
"1087","Control",14.28,25,38
"1088","Lockdown-No Surge",6.48,25,38
"1089","Lockdown-Travel Surge2",7.12,25,38
"1090","Lockdown-Travel Surge3",8.5,25,38
"1091","Control",15.78,25,39
"1092","Lockdown-No Surge",7.4,25,39
"1093","Lockdown-Travel Surge2",7.96,25,39
"1094","Lockdown-Travel Surge3",9.2,25,39
"1095","Control",17.36,25,40
"1096","Lockdown-No Surge",7.96,25,40
"1097","Lockdown-Travel Surge2",9.06,25,40
"1098","Lockdown-Travel Surge3",10.12,25,40
"1099","Control",18.84,25,41
"1100","Lockdown-No Surge",9.02,25,41
"1101","Lockdown-Travel Surge2",9.84,25,41
"1102","Lockdown-Travel Surge3",11.18,25,41
"1103","Control",20.58,25,42
"1104","Lockdown-No Surge",10.12,25,42
"1105","Lockdown-Travel Surge2",10.66,25,42
"1106","Lockdown-Travel Surge3",12.12,25,42
"1107","Control",22.8,25,43
"1108","Lockdown-No Surge",11.16,25,43
"1109","Lockdown-Travel Surge2",11.56,25,43
"1110","Lockdown-Travel Surge3",13.32,25,43
"1111","Control",24.76,25,44
"1112","Lockdown-No Surge",12.32,25,44
"1113","Lockdown-Travel Surge2",12.76,25,44
"1114","Lockdown-Travel Surge3",14.4,25,44
"1115","Control",26.44,25,45
"1116","Lockdown-No Surge",13.34,25,45
"1117","Lockdown-Travel Surge2",13.86,25,45
"1118","Lockdown-Travel Surge3",15.54,25,45
"1119","Control",28.5,25,46
"1120","Lockdown-No Surge",14.68,25,46
"1121","Lockdown-Travel Surge2",14.92,25,46
"1122","Lockdown-Travel Surge3",16.72,25,46
"1123","Control",30.24,25,47
"1124","Lockdown-No Surge",15.84,25,47
"1125","Lockdown-Travel Surge2",16.06,25,47
"1126","Lockdown-Travel Surge3",17.8,25,47
"1127","Control",32.22,25,48
"1128","Lockdown-No Surge",16.92,25,48
"1129","Lockdown-Travel Surge2",17.12,25,48
"1130","Lockdown-Travel Surge3",19.26,25,48
"1131","Control",34.02,25,49
"1132","Lockdown-No Surge",18.3,25,49
"1133","Lockdown-Travel Surge2",18.44,25,49
"1134","Lockdown-Travel Surge3",20.62,25,49
"1135","Control",35.96,25,50
"1136","Lockdown-No Surge",19.46,25,50
"1137","Lockdown-Travel Surge2",19.72,25,50
"1138","Lockdown-Travel Surge3",21.46,25,50
"1139","Control",37.66,25,51
"1140","Lockdown-No Surge",20.88,25,51
"1141","Lockdown-Travel Surge2",20.84,25,51
"1142","Lockdown-Travel Surge3",22.92,25,51
"1143","Control",39.34,25,52
"1144","Lockdown-No Surge",22.12,25,52
"1145","Lockdown-Travel Surge2",22.04,25,52
"1146","Lockdown-Travel Surge3",24.36,25,52
"1147","Control",40.94,25,53
"1148","Lockdown-No Surge",23.38,25,53
"1149","Lockdown-Travel Surge2",23.54,25,53
"1150","Lockdown-Travel Surge3",25.66,25,53
"1151","Control",42.68,25,54
"1152","Lockdown-No Surge",24.58,25,54
"1153","Lockdown-Travel Surge2",24.56,25,54
"1154","Lockdown-Travel Surge3",26.98,25,54
"1155","Control",44.24,25,55
"1156","Lockdown-No Surge",25.48,25,55
"1157","Lockdown-Travel Surge2",25.76,25,55
"1158","Lockdown-Travel Surge3",28.3,25,55
"1159","Control",45.86,25,56
"1160","Lockdown-No Surge",26.6,25,56
"1161","Lockdown-Travel Surge2",27.28,25,56
"1162","Lockdown-Travel Surge3",29.36,25,56
"1163","Control",47.68,25,57
"1164","Lockdown-No Surge",27.82,25,57
"1165","Lockdown-Travel Surge2",28.48,25,57
"1166","Lockdown-Travel Surge3",30.5,25,57
"1167","Control",49.16,25,58
"1168","Lockdown-No Surge",28.66,25,58
"1169","Lockdown-Travel Surge2",29.48,25,58
"1170","Lockdown-Travel Surge3",31.72,25,58
"1171","Control",50.7,25,59
"1172","Lockdown-No Surge",29.92,25,59
"1173","Lockdown-Travel Surge2",30.42,25,59
"1174","Lockdown-Travel Surge3",32.78,25,59
"1175","Control",52.06,25,60
"1176","Lockdown-No Surge",31.14,25,60
"1177","Lockdown-Travel Surge2",31.5,25,60
"1178","Lockdown-Travel Surge3",33.96,25,60
"1179","Lockdown-Travel Surge3",1,50,5
"1180","Control",1,50,6
"1181","Lockdown-Travel Surge2",1,50,6
"1182","Lockdown-Travel Surge3",1,50,6
"1183","Control",1,50,7
"1184","Lockdown-No Surge",1,50,7
"1185","Lockdown-Travel Surge2",1,50,7
"1186","Lockdown-Travel Surge3",1,50,7
"1187","Control",1,50,8
"1188","Lockdown-No Surge",1,50,8
"1189","Lockdown-Travel Surge2",1,50,8
"1190","Lockdown-Travel Surge3",1,50,8
"1191","Control",1,50,9
"1192","Lockdown-No Surge",1,50,9
"1193","Lockdown-Travel Surge2",1,50,9
"1194","Lockdown-Travel Surge3",1,50,9
"1195","Control",1,50,10
"1196","Lockdown-No Surge",1,50,10
"1197","Lockdown-Travel Surge2",1,50,10
"1198","Lockdown-Travel Surge3",1,50,10
"1199","Control",1,50,11
"1200","Lockdown-No Surge",1,50,11
"1201","Lockdown-Travel Surge2",1,50,11
"1202","Lockdown-Travel Surge3",1,50,11
"1203","Control",1,50,12
"1204","Lockdown-No Surge",1,50,12
"1205","Lockdown-Travel Surge2",1,50,12
"1206","Lockdown-Travel Surge3",1,50,12
"1207","Control",1,50,13
"1208","Lockdown-No Surge",1,50,13
"1209","Lockdown-Travel Surge2",1,50,13
"1210","Lockdown-Travel Surge3",1,50,13
"1211","Control",1,50,14
"1212","Lockdown-No Surge",1,50,14
"1213","Lockdown-Travel Surge2",1,50,14
"1214","Lockdown-Travel Surge3",1,50,14
"1215","Control",1,50,15
"1216","Lockdown-No Surge",1,50,15
"1217","Lockdown-Travel Surge2",1,50,15
"1218","Lockdown-Travel Surge3",1,50,15
"1219","Control",1,50,16
"1220","Lockdown-No Surge",1,50,16
"1221","Lockdown-Travel Surge2",1,50,16
"1222","Lockdown-Travel Surge3",1,50,16
"1223","Control",1,50,17
"1224","Lockdown-No Surge",1,50,17
"1225","Lockdown-Travel Surge2",1,50,17
"1226","Lockdown-Travel Surge3",1,50,17
"1227","Control",1,50,18
"1228","Lockdown-No Surge",1,50,18
"1229","Lockdown-Travel Surge2",1,50,18
"1230","Lockdown-Travel Surge3",1,50,18
"1231","Control",1,50,19
"1232","Lockdown-No Surge",1,50,19
"1233","Lockdown-Travel Surge2",1,50,19
"1234","Lockdown-Travel Surge3",1,50,19
"1235","Control",1,50,20
"1236","Lockdown-No Surge",1,50,20
"1237","Lockdown-Travel Surge2",1,50,20
"1238","Lockdown-Travel Surge3",1,50,20
"1239","Control",1,50,21
"1240","Lockdown-No Surge",1,50,21
"1241","Lockdown-Travel Surge2",1,50,21
"1242","Lockdown-Travel Surge3",1,50,21
"1243","Control",1,50,22
"1244","Lockdown-No Surge",1,50,22
"1245","Lockdown-Travel Surge2",1,50,22
"1246","Lockdown-Travel Surge3",1,50,22
"1247","Control",1,50,23
"1248","Lockdown-No Surge",1,50,23
"1249","Lockdown-Travel Surge2",1,50,23
"1250","Lockdown-Travel Surge3",1,50,23
"1251","Control",1.02,50,24
"1252","Lockdown-No Surge",1,50,24
"1253","Lockdown-Travel Surge2",1,50,24
"1254","Lockdown-Travel Surge3",1,50,24
"1255","Control",1.02,50,25
"1256","Lockdown-No Surge",1,50,25
"1257","Lockdown-Travel Surge2",1,50,25
"1258","Lockdown-Travel Surge3",1,50,25
"1259","Control",1.04,50,26
"1260","Lockdown-No Surge",1,50,26
"1261","Lockdown-Travel Surge2",1,50,26
"1262","Lockdown-Travel Surge3",1,50,26
"1263","Control",1.12,50,27
"1264","Lockdown-No Surge",1,50,27
"1265","Lockdown-Travel Surge2",1,50,27
"1266","Lockdown-Travel Surge3",1.02,50,27
"1267","Control",1.38,50,28
"1268","Lockdown-No Surge",1.02,50,28
"1269","Lockdown-Travel Surge2",1.02,50,28
"1270","Lockdown-Travel Surge3",1.04,50,28
"1271","Control",1.88,50,29
"1272","Lockdown-No Surge",1.04,50,29
"1273","Lockdown-Travel Surge2",1.04,50,29
"1274","Lockdown-Travel Surge3",1.12,50,29
"1275","Control",2.2,50,30
"1276","Lockdown-No Surge",1.08,50,30
"1277","Lockdown-Travel Surge2",1.06,50,30
"1278","Lockdown-Travel Surge3",1.2,50,30
"1279","Control",2.74,50,31
"1280","Lockdown-No Surge",1.1,50,31
"1281","Lockdown-Travel Surge2",1.08,50,31
"1282","Lockdown-Travel Surge3",1.26,50,31
"1283","Control",3.38,50,32
"1284","Lockdown-No Surge",1.14,50,32
"1285","Lockdown-Travel Surge2",1.14,50,32
"1286","Lockdown-Travel Surge3",1.4,50,32
"1287","Control",3.8,50,33
"1288","Lockdown-No Surge",1.26,50,33
"1289","Lockdown-Travel Surge2",1.34,50,33
"1290","Lockdown-Travel Surge3",1.52,50,33
"1291","Control",4.12,50,34
"1292","Lockdown-No Surge",1.34,50,34
"1293","Lockdown-Travel Surge2",1.46,50,34
"1294","Lockdown-Travel Surge3",1.76,50,34
"1295","Control",4.54,50,35
"1296","Lockdown-No Surge",1.38,50,35
"1297","Lockdown-Travel Surge2",1.7,50,35
"1298","Lockdown-Travel Surge3",2,50,35
"1299","Control",5.12,50,36
"1300","Lockdown-No Surge",1.66,50,36
"1301","Lockdown-Travel Surge2",2.06,50,36
"1302","Lockdown-Travel Surge3",2.34,50,36
"1303","Control",5.48,50,37
"1304","Lockdown-No Surge",1.84,50,37
"1305","Lockdown-Travel Surge2",2.32,50,37
"1306","Lockdown-Travel Surge3",2.7,50,37
"1307","Control",5.94,50,38
"1308","Lockdown-No Surge",2.2,50,38
